Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_35593	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_35657	O1/O2v1	O1ab	Very high		100.00%	98.65%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.772%		0		0 / 7 (0%)		8	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.681%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.222%;Extra_genes_wbbZ_01_wbbZ,99.259%;O12_04_rfbC,96.757%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4208	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4209	O1/O2v1	O2a	Very high		100.00%	98.45%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_43816	O1/O2v1	O1ab	Very high		100.00%	99.81%	+1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.842%;O1/O2v1_04_glf,99.74%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.735%;O1/O2v1_07_kfoC,99.089%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_49472	O1/O2v2	O1ab	Very high		100.00%	99.49%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,99.752%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_51503	O1/O2v2	O1ab	Very high		100.00%	98.39%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_51504	O1/O2v1	O1ab	Very high		100.00%	98.61%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,98.889%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_700721	OL13	O13	High	*	100.00%	94.91%	-15 bp	9 / 9 (100%)	OL13_01_rfbB,97.183%;OL13_02_rfbA,97.917%;OL13_03_rfbD,98.653%;OL13_04_rfbC,97.297%;OL13_05_wbbL,98.917%;OL13_06_wzm,98.921%;OL13_07_wzt,99.324%;OL13_08_wbbB,95.711%;OL13_09_glycosylhydrolase,92.157%		0		0 / 9 (0%)		4	O12_01_rfbB,93.521%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;O12_04_rfbC,97.297%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_BAA_2470	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.892%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	O12_01_rfbB,98.028%;OL13_03_rfbD,98.316%;OL13_02_rfbA,97.917%;O12_04_rfbC,95.676%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_BAA_2472	O1/O2v1	O1ab	High	-	100.00%	99.98%	+1200 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_07_kfoC,100.0%	O1/O2v1_06_wbbO	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_BAA_2524	OL13	O13	High	*	100.00%	94.92%	-15 bp	9 / 9 (100%)	OL13_01_rfbB,97.183%;OL13_02_rfbA,97.917%;OL13_03_rfbD,98.316%;OL13_04_rfbC,97.297%;OL13_05_wbbL,98.556%;OL13_06_wzm,98.921%;OL13_07_wzt,99.324%;OL13_08_wbbB,95.711%;OL13_09_glycosylhydrolase,92.157%		0		0 / 9 (0%)		4	O12_01_rfbB,93.239%;OL13_03_rfbD,98.316%;OL13_02_rfbA,97.917%;O12_04_rfbC,97.297%
Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_13884	O1/O2v2	O2afg	Good	?-	99.90%	98.50%	n/a	8 / 10 (80%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.204%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_08_gmlC;O1/O2v2_09_gmlB	0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3/O3a_02_manB,99.123%
Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_9436	O1/O2v2	O2afg	Good	?-	99.90%	98.52%	n/a	8 / 10 (80%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_08_gmlC;O1/O2v2_09_gmlB	0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3/O3a_02_manB,99.123%
Klebsiella_quasipneumoniae_ATCC_700603	O3/O3a	O3/O3a	Very high		100.00%	95.98%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,99.783%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.074%;O3/O3a_05_wbdD,95.769%;O3/O3a_06_wbdA,97.741%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,99.462%		0		0 / 8 (0%)		6	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,98.462%;O12_01_rfbB,97.746%;OL13_03_rfbD,99.663%;OL13_02_rfbA,99.655%;OL13_04_rfbC,98.378%
Klebsiella_quasivariicola_ATCC_TSD_144	O1/O2v2	O2afg	High	-	100.00%	98.10%	+1066 bp	9 / 10 (90%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,97.651%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,95.483%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_09_gmlB	0		0 / 10 (0%)		0	
Klebsiella_variicola_ATCC_31488	O3/O3a	O3/O3a	Very high		100.00%	99.29%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,99.769%;O3/O3a_05_wbdD,99.577%;O3/O3a_06_wbdA,99.881%;O3/O3a_07_wbdB,99.476%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.123%
Klebsiella_variicola_ATCC_BAA_2552	O3/O3a	O3/O3a	Very high		100.00%	98.74%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,100.0%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,97.741%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3b_01_manC,99.576%;O3/O3a_02_manB,99.123%
Klebsiella_variicola_ATCC_BAA_830	O3/O3a	O3/O3a	Very high		100.00%	99.39%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,100.0%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,99.123%
GCA_900451165.1_44787_G01_genomic	O5	O5	Good	?*	99.83%	81.66%	n/a	8 / 8 (100%)	O5_01_manC,91.102%;O5_02_manB,92.375%;O5_03_wzm,97.358%;O5_04_wzt,94.321%;O5_05_wbdD,82.436%;O5_06_wbdA,88.19%;O5_07_wbdB,90.415%;O5_08_wbdC,89.459%		0		0 / 8 (0%)		4	OL104_01_manC,99.576%;OL104_02_manB,98.246%;OL104_07_wbdB,99.215%;OL104_08_wbdC,98.652%
GCA_900451185.1_44503_H01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.28%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451215.1_44310_G01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451235.1_36340_F02_genomic	O5	O5	High	-*	100.00%	81.62%	-1 bp	7 / 8 (87.5%)	O5_01_manC,91.102%;O5_02_manB,92.157%;O5_03_wzm,97.736%;O5_05_wbdD,82.436%;O5_06_wbdA,88.715%;O5_07_wbdB,90.933%;O5_08_wbdC,88.978%	O5_04_wzt	0		0 / 8 (0%)		2	OL104_01_manC,99.576%;OL104_02_manB,98.465%
GCA_900451245.1_46582_E01_genomic	O3/O3a	O3/O3a	Very high		100.00%	95.93%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.783%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.074%;O3/O3a_05_wbdD,96.051%;O3/O3a_06_wbdA,97.741%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,99.462%		0		0 / 8 (0%)		2	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,99.123%
GCA_900451255.1_32473_E02_genomic	O5	O5	Good	?-*	99.89%	81.70%	n/a	6 / 8 (75%)	O5_01_manC,91.314%;O5_02_manB,91.939%;O5_03_wzm,97.358%;O5_04_wzt,94.321%;O5_05_wbdD,82.436%;O5_07_wbdB,90.674%	O5_06_wbdA;O5_08_wbdC	0		0 / 8 (0%)		0	
GCA_900451275.1_36672_F01_genomic	O3b	O3b	High	-*	100.00%	99.06%	+10 bp	4 / 8 (50%)	O3b_04_wzt,92.841%;O3b_05_wbdD,99.708%;O3b_07_wbdB,99.476%;O3b_08_wbdC,99.731%	O3b_01_manC;O3b_03_wzm;O3b_06_wbdA	0		1 / 8 (12.5%)	O3b_02_manB,98.684%	0	
GCA_900451285.1_52313_E01_genomic	O1/O2v2	O1ab	Very high		100.00%	98.97%	-1 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,97.651%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,97.912%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451315.1_44310_H01_genomic	O1/O2v1	O1ab	High	-	100.00%	98.59%	+777 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%	O1/O2v1_07_kfoC	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451325.1_37419_B02_genomic	O1/O2v1	O1ab	None	-*	96.39%	72.21%	+6 bp	3 / 7 (42.9%)	O1/O2v1_01_wzm,91.406%;O1/O2v1_02_wzt,93.522%;O1/O2v1_06_wbbO,84.127%	O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_05_wbbN;O1/O2v1_07_kfoC	0		0 / 7 (0%)		5	Extra_genes_wbbY_01_wbbY,92.443%;O12_01_rfbB,92.676%;OL102_03_rfbD,91.919%;Extra_genes_wbbZ_01_wbbZ,89.259%;O12_04_rfbC,91.892%
GCA_900451335.1_32473_A01_genomic	O1/O2v1	unknown (O1/O2v1)	Good	-+*	96.83%	72.30%	+10 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,91.406%;O1/O2v1_02_wzt,93.522%;O1/O2v1_04_glf,86.911%;O1/O2v1_06_wbbO,84.127%	O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_07_kfoC	1	O1/O2v3_03_wbbM,81.933%	0 / 7 (0%)		5	O12_01_rfbB,92.958%;OL102_02_rfbA,95.172%;OL102_03_rfbD,91.919%;Extra_genes_wbbZ_01_wbbZ,89.63%;O12_04_rfbC,91.892%
GCA_900451355.1_44787_B01_genomic	O1/O2v1	O1ab	Good	-+	100.00%	98.26%	0 bp	6 / 7 (85.7%)	O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%	O1/O2v1_01_wzm	1	O1/O2v3_01_wzm,91.342%	0 / 7 (0%)		5	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbmVW_02_wbmW,97.723%;O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451375.1_32473_G02_genomic	O1/O2v1	O2a	None	?-+*	91.93%	73.05%	n/a	1 / 7 (14.3%)	O1/O2v1_02_wzt,93.117%	O1/O2v1_01_wzm;O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	1	O1/O2v3_03_wbbM,82.911%	0 / 7 (0%)		0	
GCA_900451385.1_45709_E01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451395.1_58174_C01_genomic	O1/O2v1	O2a	High	-	100.00%	98.64%	+2399 bp	6 / 7 (85.7%)	O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.842%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,97.561%;O1/O2v1_07_kfoC,99.544%	O1/O2v1_01_wzm	0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
GCA_900451405.1_31885_D02_genomic	O3b	O3b	Very high		100.00%	99.20%	0 bp	8 / 8 (100%)	O3b_01_manC,99.576%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.563%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.476%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.31%;OL13_03_rfbD,98.99%;OL13_02_rfbA,99.31%;O12_04_rfbC,96.757%
GCA_900451415.1_36340_H01_genomic	O1/O2v1	O1ab	High	-	100.00%	98.59%	+776 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_02_wzt	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451425.1_45753_B01_genomic	O1/O2v1	O2ac	Very high		100.00%	98.40%	+8 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.219%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.413%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbmVW_02_wbmW,99.385%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.246%;Extra_genes_wbmVW_01_wbmV,99.289%
GCA_900451435.1_32512_E01_genomic	O3b	O3b	Very high		100.00%	99.18%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.566%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.708%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.215%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		0	
GCA_900451445.1_49923_D01_genomic	O1/O2v2	O2afg	Very high		100.00%	98.38%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL13_03_rfbD,98.99%;OL13_02_rfbA,98.276%;OL13_04_rfbC,97.838%
GCA_900451455.1_45532_C02_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451465.1_31436_F01_genomic	O1/O2v1	O1a	None	-	100.00%	98.38%	-14 bp	1 / 7 (14.3%)	O1/O2v1_02_wzt,99.595%	O1/O2v1_01_wzm;O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	0		0 / 7 (0%)		1	Extra_genes_wbbY_01_wbbY,100.0%
GCA_900451475.1_46514_E02_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.39%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		5	Extra_genes_wbmVW_02_wbmW,99.18%;O3b_01_manC,99.364%;O3/O3a_02_manB,99.123%;Extra_genes_wbmVW_01_wbmV,99.763%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900451495.1_44787_D01_genomic	O1/O2v1	O2ac	Very high		100.00%	98.42%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		4	Extra_genes_wbmVW_02_wbmW,99.18%;O3b_01_manC,99.364%;O3/O3a_02_manB,99.123%;Extra_genes_wbmVW_01_wbmV,99.763%
GCA_900451505.1_49923_E01_genomic	O1/O2v1	O1ab	Very high		100.00%	99.97%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,99.772%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
GCA_900451515.1_45532_D02_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451525.1_31436_G01_genomic	O5	O5	None	-	100.00%	99.45%	+9 bp	2 / 8 (25%)	O5_04_wzt,99.753%;O5_07_wbdB,99.482%	O5_01_manC;O5_02_manB;O5_03_wzm;O5_05_wbdD;O5_06_wbdA;O5_08_wbdC	0		0 / 8 (0%)		0	
GCA_900451535.1_46514_D02_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.39%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		5	Extra_genes_wbmVW_02_wbmW,99.18%;O3b_01_manC,99.364%;O3/O3a_02_manB,99.123%;Extra_genes_wbmVW_01_wbmV,99.763%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900451545.1_32512_D01_genomic	O3b	O3b	Very high		100.00%	99.15%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.417%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		6	O3b_01_manC,100.0%;O3/O3a_02_manB,98.242%;O12_01_rfbB,98.31%;O12_03_rfbD,98.99%;OL13_02_rfbA,97.222%;O12_04_rfbC,97.297%
