Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
GCA_900452175.1_36252_F01_genomic	O1/O2v1	O1ab	Typeable		99.28%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.40%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.02%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_900452185.1_31769_G01_genomic	O1/O2v2	O2afg	Typeable	!	99.14%	100.00%	-2 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,98.91%,61.17%,truncated;O1/O2v2_04_glf,98.44%,100.00%;O1/O2v2_05_wbbN,98.65%,100.00%;O1/O2v2_06_wbbO,100.00%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.09%,40.53%,truncated;O1/O2v2_09_gmlB,99.69%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,97.26%,16.99%,truncated;O3/O3a_02_manB,100.00%,53.26%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,40.95%,truncated	O1/O2v2_03_wbbM,98.91%,61.17%,truncated;O1/O2v2_08_gmlC,97.09%,40.53%,truncated;O3b_01_manC,97.26%,16.99%,truncated;O3/O3a_02_manB,100.00%,53.26%,truncated;Extra_genes_wbbYZ_01_wbbY,100.00%,40.95%,truncated
GCA_900452195.1_36603_F01_genomic	O3/O3a	O3/O3a	Typeable	!	99.85%	100.02%	2 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.79%,100.00%;O3/O3a_02_manB,100.00%,33.91%,truncated;O3/O3a_03_wzm,100.00%,37.55%,truncated;O3/O3a_04_wzt,100.00%,100.00%;O3/O3a_05_wbdD,99.69%,46.33%,truncated;O3/O3a_06_wbdA,99.76%,100.00%;O3/O3a_07_wbdB,100.00%,14.17%,truncated;O3/O3a_08_wbdC,99.56%,64.96%,truncated		0		2 / 8 (25.00%)	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%	0		O3/O3a_02_manB,100.00%,33.91%,truncated;O3/O3a_03_wzm,100.00%,37.55%,truncated;O3/O3a_05_wbdD,99.69%,46.33%,truncated;O3/O3a_07_wbdB,100.00%,14.17%,truncated;O3/O3a_08_wbdC,99.56%,64.96%,truncated
GCA_900452205.1_36252_C01_genomic	O1/O2v1	O1ab	Typeable		99.22%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.40%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.02%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_900452235.1_38109_H02_genomic	O1/O2v1	O2a	Typeable	!	99.25%	100.00%	1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.84%,100.00%;O1/O2v1_04_glf,99.22%,100.00%;O1/O2v1_05_wbbN,98.32%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,98.40%,100.00%		0		0 / 7 (0.00%)		2	Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.03%,43.92%,truncated	Extra_genes_wbbYZ_01_wbbY,99.03%,43.92%,truncated
GCA_900452315.1_38187_F01_genomic	O1/O2v1	O1ab	Typeable	!	99.16%	100.11%	1066 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,97.66%,100.00%;O1/O2v1_05_wbbN,98.32%,100.00%;O1/O2v1_06_wbbO,99.10%,88.33%,truncated;O1/O2v1_06_wbbO,100.00%,12.20%,truncated;O1/O2v1_07_kfoC,99.09%,100.00%		0		0 / 7 (0.00%)		2	Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	O1/O2v1_06_wbbO,99.10%,88.33%,truncated;O1/O2v1_06_wbbO,100.00%,12.20%,truncated
GCA_900452335.1_37637_H02_genomic	O5	O5	Typeable		99.73%	100.00%	0 bp	8 / 8 (100.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.78%,100.00%;O5_03_wzm,99.62%,100.00%;O5_04_wzt,99.75%,100.00%;O5_05_wbdD,100.00%,100.00%;O5_06_wbdA,99.84%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		4	OL13_01_rfbB,96.89%,100.00%;OL13_02_rfbA,99.31%,100.00%;OL13_03_rfbD,99.66%,100.00%;OL13_04_rfbC,98.34%,98.37%	
GCA_900452365.1_37637_A01_genomic	O1/O2v1	O1ab	Typeable		98.55%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.44%,100.00%;O1/O2v1_05_wbbN,97.64%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,96.58%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.30%,100.00%;OL13_02_rfbA,98.60%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
GCA_900452445.1_37637_G02_genomic	O1/O2v1	O1ab	Typeable	!	99.41%	99.99%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,99.46%,48.81%,truncated;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	O1/O2v1_06_wbbO,99.46%,48.81%,truncated
GCA_900452485.1_37554_C01_genomic	O1/O2v2	O1ab	Typeable	!	98.49%	99.98%	-2 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,41.18%,truncated;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,27.89%,truncated;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,87.14%,33.00%,truncated;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.50%,100.00%;O1/O2v2_08_gmlC,100.00%,100.00%;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		2	Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	O1/O2v2_01_wzm,100.00%,41.18%,truncated;O1/O2v2_03_wbbM,100.00%,27.89%,truncated;O1/O2v2_05_wbbN,87.14%,33.00%,truncated
GCA_900452505.1_42842_G01_genomic	O1/O2v1	O1ab	Typeable		99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.31%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.77%,100.00%		0		0 / 7 (0.00%)		8	O3b_01_manC,100.00%,100.00%;O12_01_rfbB,98.02%,100.00%;O3b_02_manB,99.77%,95.65%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_900452525.1_37509_C01_genomic	O1/O2v1	O1ab	Typeable	!	98.40%	99.95%	-4 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,98.09%,69.89%,truncated;O1/O2v1_04_glf,95.00%,13.28%,truncated;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,97.51%,95.76%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,100.00%,16.77%,truncated;O5_02_manB,99.33%,97.60%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%	O1/O2v1_03_wbbM,98.09%,69.89%,truncated;O1/O2v1_04_glf,95.00%,13.28%,truncated;O3b_01_manC,100.00%,16.77%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_900452625.1_37430_G01_genomic	O1/O2v1	O1ab	Typeable	!	99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbmVW_01_wbmV,100.00%,18.53%,truncated;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	Extra_genes_wbmVW_01_wbmV,100.00%,18.53%,truncated
GCA_900452635.1_37430_F01_genomic	OL104	unknown (OL104)	Untypeable	-!	98.69%	23.55%	-9081 bp	2 / 8 (25.00%)	OL104_01_manC,98.30%,100.00%;OL104_02_manB,99.09%,95.22%	OL104_03_wzm;OL104_04_wzt;OL104_05_wbdD;OL104_06_wbdA;OL104_07_wbdB;OL104_08_wbdC	0		0 / 8 (0.00%)		3	O8_04_glf,89.24%,99.22%;Extra_genes_wbbYZ_01_wbbY,92.69%,75.95%,truncated;Extra_genes_wbbYZ_02_wbbZ,90.04%,97.03%	Extra_genes_wbbYZ_01_wbbY,92.69%,75.95%,truncated
GCA_900452725.1_38273_F01_genomic	O3/O3a	O3/O3a	Typeable		99.39%	100.00%	-1 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,99.23%,100.00%;O3/O3a_04_wzt,99.77%,100.00%;O3/O3a_05_wbdD,97.32%,100.00%;O3/O3a_06_wbdA,99.76%,100.00%;O3/O3a_07_wbdB,99.48%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		4	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.31%,100.00%;OL13_04_rfbC,95.58%,98.37%	
GCA_900461375.1_44787_C01_genomic	O1/O2v1	O1ab	Typeable		99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_900461445.1_44503_B02_genomic	O1/O2v1	O1ab	Typeable		99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_900461465.1_33119_A02_genomic	O3/O3a	O3/O3a	Typeable	!	98.97%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.56%,100.00%;O3/O3a_02_manB,99.78%,100.00%;O3/O3a_03_wzm,98.47%,100.00%;O3/O3a_04_wzt,99.21%,38.28%,truncated;O3/O3a_05_wbdD,96.33%,100.00%;O3/O3a_06_wbdA,99.76%,100.00%;O3/O3a_07_wbdB,98.67%,40.94%,truncated;O3/O3a_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3/O3a_01_manC,100.00%,85.14%,truncated;O3/O3a_02_manB,99.46%,40.22%,truncated	0		O3/O3a_04_wzt,99.21%,38.28%,truncated;O3/O3a_07_wbdB,98.67%,40.94%,truncated;O3/O3a_01_manC,100.00%,85.14%,truncated;O3/O3a_02_manB,99.46%,40.22%,truncated
GCA_900461475.1_44787_F01_genomic	O1/O2v1	O1ab	Typeable	!	99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated	Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_900461485.1_31136_D01_genomic	O1/O2v1	O2a	Typeable	!	99.51%	100.18%	13 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,100.00%,1.90%,truncated;O1/O2v1_04_glf,98.47%,67.97%,truncated;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		6	O3b_01_manC,100.00%,48.62%,truncated;O3/O3a_02_manB,89.06%,97.39%;Extra_genes_wbmVW_02_wbmW,97.96%,20.33%,truncated;Extra_genes_wbmVW_01_wbmV,96.20%,21.14%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.17%,48.33%,truncated;Extra_genes_wbbYZ_01_wbbY,99.40%,22.57%,truncated	O1/O2v1_03_wbbM,100.00%,1.90%,truncated;O1/O2v1_04_glf,98.47%,67.97%,truncated;O1/O2v1_07_kfoC,100.00%,7.99%,truncated;O3b_01_manC,100.00%,48.62%,truncated;Extra_genes_wbmVW_02_wbmW,97.96%,20.33%,truncated;Extra_genes_wbmVW_01_wbmV,96.20%,21.14%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.17%,48.33%,truncated;Extra_genes_wbbYZ_01_wbbY,99.40%,22.57%,truncated
GCA_900461495.1_36672_G01_genomic	O8	O2a	Untypeable	-!	78.62%	33.91%	-2758 bp	2 / 8 (25.00%)	O8_03_wbbM,78.57%,4.44%,truncated,below_id_threshold;O8_06_wbbO,78.68%,38.20%,truncated,below_id_threshold	O8_01_wzm;O8_02_wzt;O8_04_glf;O8_05_wbbN;O8_07;O8_08	0		0 / 8 (0.00%)		0		O8_03_wbbM,78.57%,4.44%,truncated,below_id_threshold;O8_06_wbbO,78.68%,38.20%,truncated,below_id_threshold
GCA_900461505.1_37554_D01_genomic	O1/O2v1	O1ab	Typeable	!	98.40%	100.14%	10 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,100.00%,1.90%,truncated;O1/O2v1_04_glf,97.78%,96.61%;O1/O2v1_05_wbbN,97.54%,84.85%,truncated;O1/O2v1_06_wbbO,96.88%,16.98%,truncated;O1/O2v1_07_kfoC,97.03%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.11%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	O1/O2v1_03_wbbM,100.00%,1.90%,truncated;O1/O2v1_05_wbbN,97.54%,84.85%,truncated;O1/O2v1_06_wbbO,96.88%,16.98%,truncated
GCA_900461515.1_37419_G01_genomic	O1/O2v3	O2a	Untypeable	-+*!	88.89%	54.45%	-2771 bp	4 / 8 (50.00%)	O1/O2v3_02_wzt,93.50%,100.00%;O1/O2v3_03_wbbM,81.90%,100.00%,below_id_threshold;O1/O2v3_04_glf,90.36%,94.53%,truncated;O1/O2v3_06_wbbO,89.80%,17.51%,truncated	O1/O2v3_01_wzm;O1/O2v3_05_wbbN;O1/O2v3_07;O1/O2v3_08	1	O8_01_wzm,97.96%,42.86%,truncated	0 / 8 (0.00%)		4	OL104_01_manC,97.76%,60.72%,truncated;OL104_02_manB,99.09%,95.22%;Extra_genes_wbbYZ_01_wbbY,94.51%,22.57%,truncated;Extra_genes_wbbYZ_02_wbbZ,91.19%,97.03%	O1/O2v3_04_glf,90.36%,94.53%,truncated;O1/O2v3_06_wbbO,89.80%,17.51%,truncated;O8_01_wzm,97.96%,42.86%,truncated;OL104_01_manC,97.76%,60.72%,truncated;Extra_genes_wbbYZ_01_wbbY,94.51%,22.57%,truncated
GCA_900478285.1_36005_G01_genomic	OL104	unknown (OL104)	Typeable	!	99.19%	99.92%	2 bp	8 / 8 (100.00%)	OL104_01_manC,99.58%,100.00%;OL104_02_manB,99.78%,99.13%;OL104_03_wzm,100.00%,100.00%;OL104_04_wzt,100.00%,100.00%;OL104_05_wbdD,98.88%,78.69%,truncated;OL104_06_wbdA,98.87%,100.00%;OL104_07_wbdB,99.48%,100.00%;OL104_08_wbdC,96.91%,64.96%,truncated		0		2 / 8 (25.00%)	OL104_01_manC,99.58%,100.00%;OL104_02_manB,100.00%,95.65%	0		OL104_05_wbdD,98.88%,78.69%,truncated;OL104_08_wbdC,96.91%,64.96%,truncated
GCA_900635105.1_36109_D01_genomic	OL104	unknown (OL104)	Typeable	!	99.39%	99.92%	2 bp	8 / 8 (100.00%)	OL104_01_manC,99.58%,100.00%;OL104_02_manB,99.78%,99.13%;OL104_03_wzm,100.00%,100.00%;OL104_04_wzt,100.00%,100.00%;OL104_05_wbdD,98.47%,23.80%,truncated;OL104_06_wbdA,98.87%,100.00%;OL104_07_wbdB,99.48%,100.00%;OL104_08_wbdC,98.92%,100.00%		0		2 / 8 (25.00%)	OL104_01_manC,99.58%,100.00%;OL104_02_manB,100.00%,95.65%	0		OL104_05_wbdD,98.47%,23.80%,truncated
GCA_900635125.1_36252_B01_genomic	O12	O12	Untypeable	-+*!	85.43%	66.66%	21 bp	5 / 8 (62.50%)	O12_01_rfbB,92.35%,100.00%;O12_02_rfbA,93.77%,100.00%;O12_05_wbbL,79.55%,95.65%,below_id_threshold;O12_06_wzm,87.36%,100.00%;O12_08_wbbB,74.13%,87.65%,truncated,below_id_threshold	O12_03_rfbD;O12_04_rfbC;O12_07_wzt	1	OL13_04_rfbC,88.95%,98.37%	0 / 8 (0.00%)		0		O12_08_wbbB,74.13%,87.65%,truncated,below_id_threshold
GCA_900635435.1_28021_A02_genomic	O12	O12	Untypeable	-+!	95.54%	29.34%	-6436 bp	3 / 8 (37.50%)	O12_01_rfbB,91.47%,99.72%;O12_02_rfbA,95.14%,99.65%;O12_03_rfbD,100.00%,13.51%,truncated	O12_04_rfbC;O12_05_wbbL;O12_06_wzm;O12_07_wzt;O12_08_wbbB	1	OL102_04_rfbC,93.63%,85.33%,truncated	0 / 8 (0.00%)		3	OL102_01_rfbB,100.00%,10.34%,truncated;OL102_02_rfbA,94.41%,98.96%;OL103_06_wbbL,86.36%,34.69%,truncated	O12_03_rfbD,100.00%,13.51%,truncated;OL102_04_rfbC,93.63%,85.33%,truncated;OL102_01_rfbB,100.00%,10.34%,truncated;OL103_06_wbbL,86.36%,34.69%,truncated
GCA_900635735.1_32875_B01_genomic	O1/O2v1	O2a	Typeable	!	98.84%	100.30%	22 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,19.22%,truncated;O1/O2v1_02_wzt,98.18%,22.76%,truncated;O1/O2v1_03_wbbM,98.44%,13.15%,truncated;O1/O2v1_04_glf,96.77%,16.67%,truncated;O1/O2v1_05_wbbN,98.48%,98.32%;O1/O2v1_06_wbbO,100.00%,14.59%,truncated;O1/O2v1_07_kfoC,100.00%,13.70%,truncated		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,48.62%,truncated;O3b_02_manB,99.55%,96.52%	O1/O2v1_01_wzm,100.00%,19.22%,truncated;O1/O2v1_02_wzt,98.18%,22.76%,truncated;O1/O2v1_03_wbbM,98.44%,13.15%,truncated;O1/O2v1_04_glf,96.77%,16.67%,truncated;O1/O2v1_06_wbbO,100.00%,14.59%,truncated;O1/O2v1_07_kfoC,100.00%,13.70%,truncated;O3b_01_manC,100.00%,48.62%,truncated
GCA_900635925.1_36109_E01_genomic	O12	O12	Typeable		99.50%	100.00%	1 bp	8 / 8 (100.00%)	O12_01_rfbB,99.44%,100.00%;O12_02_rfbA,98.96%,100.00%;O12_03_rfbD,99.32%,100.00%;O12_04_rfbC,100.00%,100.00%;O12_05_wbbL,100.00%,100.00%;O12_06_wzm,98.92%,100.00%;O12_07_wzt,100.00%,100.00%;O12_08_wbbB,99.35%,100.00%		0		3 / 8 (37.50%)	O12_01_rfbB,98.87%,100.00%;O12_03_rfbD,99.32%,100.00%;O12_04_rfbC,99.45%,98.37%	3	O3b_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.77%,95.87%;OL13_02_rfbA,97.58%,100.00%	
GCA_900635945.1_37430_C01_genomic	O5	O5	Typeable		98.16%	100.00%	-2 bp	8 / 8 (100.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.56%,100.00%;O5_03_wzm,99.24%,100.00%;O5_04_wzt,99.26%,100.00%;O5_05_wbdD,94.12%,100.00%;O5_06_wbdA,95.05%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,99.19%,100.00%		0		2 / 8 (25.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.55%,97.60%	0		
GCA_900635975.1_37509_E01_genomic	O3b	O3b	Typeable	!	97.59%	99.98%	-2 bp	8 / 8 (100.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.78%,100.00%;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.77%,100.00%;O3b_05_wbdD,98.37%,44.67%,truncated;O3b_06_wbdA,99.76%,100.00%;O3b_07_wbdB,99.48%,100.00%;O3b_08_wbdC,84.51%,19.41%,truncated		0		2 / 8 (25.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.55%,97.39%	0		O3b_05_wbdD,98.37%,44.67%,truncated;O3b_08_wbdC,84.51%,19.41%,truncated
GCA_900635995.1_38273_C01_genomic	O1/O2v2	O1ab	Typeable	!	99.29%	100.01%	1 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.85%,29.97%,truncated;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,98.77%,100.00%;O1/O2v2_09_gmlB,98.77%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		4	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	O1/O2v2_05_wbbN,98.85%,29.97%,truncated
GCA_900636025.1_38502_D01_genomic	O1/O2v2	O2afg	Typeable		99.16%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,98.78%,100.00%;O1/O2v2_03_wbbM,99.21%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.50%,100.00%;O1/O2v2_08_gmlC,97.74%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		2	O3/O3a_01_manC,98.30%,100.00%;O3b_02_manB,99.55%,97.39%	
GCA_900636185.1_39282_B01_genomic	O3/O3a	O3/O3a	Typeable		99.86%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,100.00%,100.00%;O3/O3a_04_wzt,100.00%,100.00%;O3/O3a_05_wbdD,99.01%,100.00%;O3/O3a_06_wbdA,99.88%,100.00%;O3/O3a_07_wbdB,100.00%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.55%,97.39%	0		
